,lat,lng,on_demand,quantity,found_rate,picking_speed,accepted_rate,rating,lat_store,lng_store,distance,seniority_41dc7c9e385c4d2b6c1f7836973951bf,seniority_50e13ee63f086c2fe84229348bc91b5b,seniority_6c90661e6d2c7579f5ce337c3391dbb9,seniority_bb29b8d0d196b5db5a5350e5e3ae2b1f,total_minutes
23,-33.323037199999995,-70.5462968,True,10.2,0.8916,2.39,1.0,4.92,-33.357558000000004,-70.515415,4.78790098316848,1,0,0,0,59.90308
24,-33.3355514,-70.55184440000009,False,14.0,0.8864,1.22,0.92,4.88,-33.357558000000004,-70.515415,4.178123195474162,0,0,1,0,58.741646
25,-33.333539242006005,-70.47310282213891,False,14.854000000000001,0.9469,1.76,1.0,4.96,-33.357558000000004,-70.515415,4.755007055240708,0,0,1,0,64.53889
26,-33.328950140157104,-70.5068492575807,False,37.593,0.8609,2.07,1.0,4.8,-33.357558000000004,-70.515415,3.2715751037513843,0,1,0,0,79.34558
27,-33.3220472408083,-70.5674143845918,True,53.0,0.8676,1.71,1.0,4.68,-33.357558000000004,-70.515415,6.240610720892429,0,0,1,0,88.078316
28,-33.362918199999996,-70.5100613999999,False,44.3,0.8671,1.46,0.88,5.0,-33.357558000000004,-70.515415,0.7756975615622095,0,0,1,0,84.499146
29,-33.3206302,-70.56486679999999,True,19.0,0.8614,1.62,0.92,4.76,-33.357558000000004,-70.515415,6.161849028603616,0,0,1,0,68.05974
30,-33.3323979069522,-70.5252299337463,False,10.0,0.8079,2.0,0.96,5.0,-33.357558000000004,-70.515415,2.9362845785198406,1,0,0,0,55.082737
31,-33.3411299,-70.5192682,True,21.38,0.8941,0.94,0.96,4.72,-33.357558000000004,-70.515415,1.857018028011739,0,0,1,0,48.752502
32,-33.325608284077894,-70.5555386863017,True,17.884999999999998,0.8633,1.9,1.0,4.68,-33.357558000000004,-70.515415,5.148624115575505,0,0,1,0,66.10778
33,-33.3303061080612,-70.47621001846309,False,7.32,0.9043,1.47,0.96,4.96,-33.357558000000004,-70.515415,4.738656546915149,0,0,1,0,52.664543
34,-33.355486199999994,-70.5469304,True,6.0,0.823,4.17,0.96,4.88,-33.357558000000004,-70.515415,2.942299619994522,0,1,0,0,60.593258
35,-33.3270298132547,-70.54273070740959,True,76.926,0.9172,1.0,0.88,4.96,-33.357558000000004,-70.515415,4.234422373418551,0,0,1,0,80.450066
36,-33.3499223326299,-70.522841132537,True,96.85199999999999,0.9363,1.67,1.0,4.84,-33.370765000000006,-70.51241999999999,2.506907319262258,0,0,1,0,93.85931
37,-33.3397687224017,-70.51585962894441,False,78.967,0.8724,2.67,0.92,4.96,-33.370765000000006,-70.51241999999999,3.4526967373907302,1,0,0,0,118.38656
38,-33.351020778432606,-70.47793207128841,True,71.0,0.8987,0.91,0.96,4.72,-33.370765000000006,-70.51241999999999,3.885665922972516,0,0,1,0,67.07819
39,-33.3844277,-70.52186,True,31.549999999999997,0.871,0.95,0.92,4.96,-33.370765000000006,-70.51241999999999,1.751541824023371,0,0,1,0,49.678284
40,-33.3615217,-70.5131201,False,18.3,0.871,0.95,0.92,4.96,-33.370765000000006,-70.51241999999999,1.0272519157408893,0,0,1,0,51.711075
41,-33.3372095487087,-70.5369231262688,True,42.434,0.9208,1.54,0.92,4.92,-33.370765000000006,-70.51241999999999,4.364904297941274,0,0,1,0,73.05238
42,-33.3363006583016,-70.549135543406,True,83.475,0.9028,0.79,0.88,4.96,-33.370765000000006,-70.51241999999999,5.127389096140755,0,0,1,0,77.02898
43,-33.325955877602404,-70.54181780666109,True,139.965,0.9028,0.79,0.88,4.96,-33.370765000000006,-70.51241999999999,5.673384359124907,0,0,1,0,97.76308
44,-33.3705756,-70.50453929999999,True,21.2,0.9028,0.79,0.88,4.96,-33.370765000000006,-70.51241999999999,0.733682564556597,0,0,1,0,43.91797
45,-33.326259109392296,-70.5433093534424,True,26.729,0.9028,0.79,0.88,4.96,-33.370765000000006,-70.51241999999999,5.7125515435822605,0,0,1,0,57.0291
46,-33.329080814921,-70.5374163016677,False,7.0,0.9028,0.79,0.88,4.96,-33.370765000000006,-70.51241999999999,5.1756940188227105,0,0,1,0,42.82062
47,-33.3741033346495,-70.52554348597499,True,42.434999999999995,0.9213,1.28,1.0,4.69,-33.370765000000006,-70.51241999999999,1.2761469310516564,0,0,1,0,64.4804
48,-33.3600783136305,-70.5178548761212,True,21.602,0.9213,1.28,1.0,4.69,-33.370765000000006,-70.51241999999999,1.2886827355140893,0,0,1,0,54.592533
49,-33.3745381414809,-70.5252511426806,False,31.455,0.8967,1.22,0.96,4.92,-33.370765000000006,-70.51241999999999,1.2652558927136122,0,0,1,0,67.66901
50,-33.3596956,-70.51860140000001,True,18.18,0.8967,1.22,0.96,4.92,-33.370765000000006,-70.51241999999999,1.355816461758669,0,0,1,0,53.00886
51,-33.357951799999995,-70.5314822,True,2.0,0.8853,1.3,1.0,4.76,-33.370765000000006,-70.51241999999999,2.273082344865142,0,0,1,0,40.78567
52,-33.330323,-70.5130412,True,59.771,0.8624,1.69,1.0,4.88,-33.370765000000006,-70.51241999999999,4.485823659369429,0,0,1,0,82.853935
53,-33.374201899999996,-70.526025,True,10.0,0.8684,1.57,0.92,4.92,-33.370765000000006,-70.51241999999999,1.3222020296664658,0,0,1,0,50.90827
54,-33.3316681,-70.5250134999999,True,50.336,0.8758,1.0,0.92,4.92,-33.370765000000006,-70.51241999999999,4.49191418370667,0,0,1,0,62.664974
55,-33.371403940202605,-70.5002729725914,False,83.0,0.8662,2.06,0.76,4.92,-33.370765000000006,-70.51241999999999,1.1326220445750805,0,1,0,0,110.27535
56,-33.315832411231696,-70.5460568547821,True,23.0,0.8788,1.13,0.88,4.76,-33.370765000000006,-70.51241999999999,6.8501470812512455,0,0,1,0,59.655193
57,-33.3607998,-70.5185633999999,False,36.9,0.8788,1.13,0.88,4.76,-33.370765000000006,-70.51241999999999,1.2443730213447115,0,0,1,0,64.14072
58,-33.3532797110616,-70.4794382424877,False,35.668,0.8786,0.96,1.0,4.96,-33.370765000000006,-70.51241999999999,3.6308921255625974,0,0,1,0,58.147503
59,-33.366284004372396,-70.5222803961563,False,73.3,0.8786,0.96,1.0,4.96,-33.370765000000006,-70.51241999999999,1.0435786256237614,0,0,1,0,74.96035
60,-33.3854520503341,-70.5003256957092,False,7.0,0.8320000000000001,1.0,0.68,4.76,-33.370765000000006,-70.51241999999999,1.979910186761608,0,1,0,0,41.498074
61,-33.3242150999999,-70.55271349999991,False,16.3,0.8668,1.76,0.88,4.84,-33.370765000000006,-70.51241999999999,6.381479454273614,0,0,1,0,67.88353
62,-33.3320339664539,-70.5473653420502,False,53.526,0.8389,1.71,1.0,4.76,-33.370765000000006,-70.51241999999999,5.388254999759566,0,0,1,0,91.34067
63,-33.3788496,-70.49934059999991,False,30.884999999999998,0.8389,1.71,1.0,4.76,-33.370765000000006,-70.51241999999999,1.5117528329785044,0,0,1,0,75.218506
64,-33.366756127234105,-70.5063831433654,True,40.104,0.9157,0.86,0.92,4.96,-33.370765000000006,-70.51241999999999,0.7164629982561287,0,0,1,0,51.595375
65,-33.380815054074,-70.51226290000001,False,82.90199999999999,0.9157,0.86,0.92,4.96,-33.370765000000006,-70.51241999999999,1.1147590436481232,0,0,1,0,82.26058
66,-33.354028,-70.5117233,False,17.0,0.9157,0.86,0.92,4.96,-33.370765000000006,-70.51241999999999,1.8574482337117957,0,0,1,0,51.027126
67,-33.3801102552786,-70.5372674390674,False,13.0,0.8449,1.5,0.92,4.88,-33.370765000000006,-70.51241999999999,2.5338772876781306,0,0,1,0,58.424587
68,-33.3418962465711,-70.49580590000001,False,41.77,0.8649,1.51,1.0,5.0,-33.370765000000006,-70.51241999999999,3.5557204033546883,0,0,1,0,78.829094
69,-33.33494127592439,-70.54011963307859,True,22.0,0.8859,1.27,0.96,4.76,-33.370765000000006,-70.51241999999999,4.736461176741172,0,0,1,0,59.387703
70,-33.3651104,-70.52930690000001,True,45.0,0.8859,1.27,0.96,4.76,-33.370765000000006,-70.51241999999999,1.6920706232105893,0,0,1,0,68.657616
71,-33.3675948869171,-70.4952247060821,False,132.904,0.8417,1.4,1.0,4.92,-33.370765000000006,-70.51241999999999,1.6384010657602248,0,0,1,0,124.74923
72,-33.37821160000001,-70.4957331,False,25.1,0.8417,1.4,1.0,4.92,-33.370765000000006,-70.51241999999999,1.7588031884174287,0,0,1,0,63.97222
73,-33.3562779007384,-70.5361245337432,False,39.745,0.8871,1.89,1.0,4.88,-33.370765000000006,-70.51241999999999,2.7292435597137787,0,0,1,0,81.23495
74,-33.3696832,-70.5051067,True,32.989999999999995,0.8757,1.6,1.0,4.8,-33.370765000000006,-70.51241999999999,0.6910780817681231,0,0,1,0,65.551834
75,-33.3270178,-70.5422853,True,40.0,0.8814,2.12,0.92,4.88,-33.370765000000006,-70.51241999999999,5.591999111508925,1,0,0,0,82.68324
76,-33.3658061000001,-70.51738279999991,True,36.59,0.8506,1.36,1.0,4.92,-33.370765000000006,-70.51241999999999,0.7181954693854865,0,0,1,0,59.92366
77,-33.3317631584423,-70.54381582658291,True,17.0,0.8615,2.0,0.96,4.57,-33.370765000000006,-70.51241999999999,5.220350470918023,0,0,1,0,63.672653
78,-33.3789877020862,-70.5321741375977,False,3.77,0.8615,2.0,0.96,4.57,-33.370765000000006,-70.51241999999999,2.0520368260091058,0,0,1,0,45.218605
79,-33.3453952942981,-70.51070986466151,True,23.0,0.9182,1.42,0.84,4.88,-33.370765000000006,-70.51241999999999,2.818273837616099,0,1,0,0,58.116425
80,-33.3564511,-70.4821304,False,106.16100000000002,0.8785,1.26,1.0,4.64,-33.370765000000006,-70.51241999999999,3.2352885771302957,0,0,1,0,112.36067
81,-33.369683,-70.505107,True,15.0,0.8624,2.5,0.84,4.96,-33.370765000000006,-70.51241999999999,0.6910544399862721,0,1,0,0,58.565216
82,-33.330184531126,-70.5155593156815,True,54.216,0.9035,1.5,1.0,4.72,-33.370765000000006,-70.51241999999999,4.5102845786593315,0,0,1,0,79.92361
83,-33.3661613,-70.5181997,True,27.862000000000002,0.9035,1.5,1.0,4.72,-33.370765000000006,-70.51241999999999,0.7416355662374096,0,0,1,0,64.19016
84,-33.3411176013138,-70.4940308945122,True,9.0,0.8112,3.4,0.96,4.92,-33.370765000000006,-70.51241999999999,3.7070071505668163,0,1,0,0,56.38533
85,-33.3293693512178,-70.5374950915575,True,22.77,0.8694,1.5,0.96,4.88,-33.370765000000006,-70.51241999999999,5.150446111176566,0,0,1,0,60.715828
86,-33.336658,-70.53067920000001,False,92.628,0.8694,1.5,0.96,4.88,-33.370765000000006,-70.51241999999999,4.147079044325317,0,0,1,0,104.95222
87,-33.365778399999996,-70.5201457,False,42.056,0.9156,1.36,1.0,4.84,-33.370765000000006,-70.51241999999999,0.9070906018854145,0,0,1,0,73.291336
88,-33.3220340697697,-70.5448215454817,False,27.15,0.9156,1.36,1.0,4.84,-33.370765000000006,-70.51241999999999,6.189404973485781,0,0,1,0,71.47646
89,-33.3242618282762,-70.5527763234886,False,47.0,0.9156,1.36,1.0,4.84,-33.370765000000006,-70.51241999999999,6.380727765043454,0,0,1,0,86.12392
90,-33.365802,-70.499851,True,34.84,0.8851,1.33,0.96,4.68,-33.370765000000006,-70.51241999999999,1.2927553461770505,0,0,1,0,60.726677
91,-33.3655613095446,-70.5288406088948,True,35.0,0.8872,1.22,0.88,4.96,-33.370765000000006,-70.51241999999999,1.6335090876682803,0,0,1,0,57.650917
92,-33.3690961,-70.50448269999991,False,10.23,0.8776,2.8,0.96,4.76,-33.370765000000006,-70.51241999999999,0.7614941843995521,1,0,0,0,58.669743
93,-33.352710515591305,-70.5055283673768,True,57.0,0.8887,1.57,0.92,4.76,-33.370765000000006,-70.51241999999999,2.1026560816262525,0,0,1,0,77.51741
94,-33.3437012,-70.5488101,True,17.5,0.8713,1.47,1.0,4.92,-33.370765000000006,-70.51241999999999,4.525681055253365,0,0,1,0,59.202694
95,-33.33241751842,-70.55167918156309,False,127.94700000000002,0.8718,1.44,0.96,4.92,-33.370765000000006,-70.51241999999999,5.607405080629677,0,0,1,0,128.41917
96,-33.335303,-70.5344758,True,10.18,0.8243,2.12,0.96,5.0,-33.370765000000006,-70.51241999999999,4.436661282035133,0,1,0,0,57.530895
97,-33.385857029499505,-70.498791029557,False,35.0,0.8913,1.21,1.0,4.88,-33.370765000000006,-70.51241999999999,2.1000497797885336,0,0,1,0,68.27485
98,-33.3310796,-70.504657,False,43.59,0.8913,1.21,1.0,4.88,-33.370765000000006,-70.51241999999999,4.4604551019454375,0,0,1,0,77.917244
99,-33.3790440750045,-70.53943652478,False,7.498,0.875,3.06,0.88,4.92,-33.370765000000006,-70.51241999999999,2.676492256662113,0,1,0,0,58.655758
100,-33.3151500591824,-70.5459668768648,True,55.11,0.8811,1.11,0.88,5.0,-33.370765000000006,-70.51241999999999,6.913762172918531,0,0,1,0,69.63301
101,-33.3801063,-70.53729240000001,True,33.18,0.8811,1.11,0.88,5.0,-33.370765000000006,-70.51241999999999,2.5358177818626646,0,0,1,0,54.383297
102,-33.3566900247997,-70.5202338822784,False,20.002,0.8361,1.91,0.96,4.96,-33.370765000000006,-70.51241999999999,1.7221460181650288,0,0,1,0,62.51898
103,-33.3325888856318,-70.54492091521159,True,13.0,0.847,1.64,0.96,4.6,-33.370765000000006,-70.51241999999999,5.203828516044128,1,0,0,0,58.588757
104,-33.3737919092874,-70.50604059999999,True,3.0,0.847,1.64,0.96,4.6,-33.370765000000006,-70.51241999999999,0.6820100046169246,1,0,0,0,42.96949
105,-33.3246364529693,-70.515066964423,True,105.7,0.9087,1.22,0.96,4.76,-33.370765000000006,-70.51241999999999,5.122077272291765,0,0,1,0,101.95821
106,-33.358918,-70.538917,False,19.91,0.8693,1.67,1.0,4.72,-33.370765000000006,-70.51241999999999,2.7942072578681976,0,0,1,0,62.361687
107,-33.3234223,-70.54352540000001,True,4.0,0.9254,1.87,1.0,5.0,-33.370765000000006,-70.51241999999999,5.996224950981684,0,0,1,0,55.100822
108,-33.3517708564465,-70.5392552912235,False,63.363,0.9254,1.87,1.0,5.0,-33.370765000000006,-70.51241999999999,3.2673967361592684,0,0,1,0,96.272385
109,-33.340303283828604,-70.5249558872803,True,46.679,0.8567,1.75,0.92,4.96,-33.370765000000006,-70.51241999999999,3.5743397070884577,0,0,1,0,80.471375
110,-33.314465812244805,-70.5448169186105,False,124.64600000000002,0.8407,1.67,0.954545454545455,4.88,-33.370765000000006,-70.51241999999999,6.9343357714252365,0,0,1,0,134.41295
111,-33.3521700540214,-70.5110974906662,True,14.7,0.8983,1.1,0.96,4.56,-33.370765000000006,-70.51241999999999,2.066052044866182,0,0,1,0,50.9159
112,-33.3662411,-70.5169061,False,113.202,0.8649,1.79,1.0,4.8,-33.370765000000006,-70.51241999999999,0.652725477393927,0,0,1,0,118.34026
113,-33.3575411930695,-70.53718181284579,True,11.0,0.8352,2.91,0.8,4.88,-33.370765000000006,-70.51241999999999,2.731649734831575,0,1,0,0,55.45914
114,-33.3588621,-70.546952,False,23.6,0.8665,1.75,0.96,4.68,-33.370765000000006,-70.51241999999999,3.474364707137071,0,0,1,0,71.817154
115,-33.3352795,-70.5403117,True,18.0,0.8630819705434237,2.19,1.0,4.84313924050636,-33.370765000000006,-70.51241999999999,4.714855075318298,0,1,0,0,63.42038
116,-33.3372115197824,-70.4984783733025,False,92.136,0.904,1.33,0.92,4.8,-33.370765000000006,-70.51241999999999,3.9412004007975545,0,0,1,0,101.102684
117,-33.3407813,-70.49630090000001,False,66.0,0.8973,0.97,1.0,4.84,-33.370765000000006,-70.51241999999999,3.648284438225862,0,0,1,0,73.91822
118,-33.351795550408305,-70.5426794515707,False,16.0,0.8824,1.52,1.0,4.56,-33.370765000000006,-70.51241999999999,3.515366909566432,0,0,1,0,61.761463
119,-33.347302899999995,-70.54838790000001,False,64.803,0.8824,1.52,1.0,4.56,-33.370765000000006,-70.51241999999999,4.240061238572533,0,0,1,0,90.72043
120,-33.3313933,-70.54446999999999,False,43.72,0.8824,1.52,1.0,4.56,-33.370765000000006,-70.51241999999999,5.288503684099626,0,0,1,0,86.396
121,-33.3391539,-70.520647,False,36.99,0.7829,2.3,0.6,5.0,-33.370765000000006,-70.51241999999999,3.5886610189857233,0,1,0,0,81.10958
122,-33.3755965656692,-70.4981354994941,False,13.401,0.8698,1.32,0.84,4.88,-33.370765000000006,-70.51241999999999,1.4332335029237762,0,1,0,0,53.93935
123,-33.362132300000006,-70.4838903,False,84.4,0.8465,1.73,1.0,5.0,-33.370765000000006,-70.51241999999999,2.8224764203374186,0,0,1,0,106.17296
124,-33.3779068568663,-70.50264533393391,False,58.332,0.8921,1.24,0.92,4.88,-33.370765000000006,-70.51241999999999,1.2061539369630363,0,0,1,0,80.765205
125,-33.3784981,-70.4943548,False,44.347,0.8921,1.24,0.92,4.88,-33.370765000000006,-70.51241999999999,1.8872353329363218,0,0,1,0,78.00499
126,-33.358602399999995,-70.53697820000001,False,17.401,0.8921,1.24,0.92,4.88,-33.370765000000006,-70.51241999999999,2.6539532906875793,0,0,1,0,57.535896
127,-33.3319733471576,-70.5324386843716,False,7.0,0.8587,0.97,0.92,4.92,-33.370765000000006,-70.51241999999999,4.688586619645847,0,0,1,0,43.537685
128,-33.3317253999999,-70.5122648000002,False,68.71,0.9009999999999999,1.59,0.96,4.88,-33.370765000000006,-70.51241999999999,4.329934383994413,0,0,1,0,93.77614
129,-33.341412899999995,-70.4993006999999,False,11.0,0.8764,1.5,0.88,4.72,-33.370765000000006,-70.51241999999999,3.47694110412742,0,0,1,0,56.69933
130,-33.3705756,-70.5045392999999,True,47.42,0.871,1.53,0.88,4.92,-33.370765000000006,-70.51241999999999,0.7336825645648812,0,0,1,0,75.81057
131,-33.3262289416777,-70.50218791241079,True,20.395,0.871,1.53,0.88,4.92,-33.370765000000006,-70.51241999999999,5.030511951292384,0,0,1,0,58.567043
132,-33.340350199999996,-70.5220655,False,121.98,0.871,1.53,0.88,4.92,-33.370765000000006,-70.51241999999999,3.490751381253911,0,0,1,0,120.912125
133,-33.385461813635104,-70.4919899279724,False,18.0,0.8848,1.4,0.88,4.76,-33.370765000000006,-70.51241999999999,2.5042171803984874,0,0,1,0,60.498837
134,-33.3206302,-70.56486679999999,False,23.678,0.8574,1.29,0.92,4.88,-33.370765000000006,-70.51241999999999,7.399597333902058,0,0,1,0,66.4368
135,-33.375579231395506,-70.514559670816,False,39.998000000000005,0.8574,1.29,0.92,4.88,-33.370765000000006,-70.51241999999999,0.5698688698890958,0,0,1,0,72.08972
136,-33.3656863632061,-70.52318890807341,True,14.983,0.8904,1.37,1.0,4.8,-33.370765000000006,-70.51241999999999,1.1496352797498677,0,0,1,0,53.838074
137,-33.368081155277,-70.5009898940506,False,49.0,0.8915,1.4,1.0,4.68,-33.370765000000006,-70.51241999999999,1.1045712121435833,0,0,1,0,81.576935
138,-33.3460831,-70.55117259999999,True,153.79999999999998,0.9194,1.1,1.0,4.8,-33.370765000000006,-70.51241999999999,4.528041106253778,0,0,1,0,106.23694
139,-33.331708705522,-70.4731062090149,True,42.929,0.9194,1.1,1.0,4.8,-33.370765000000006,-70.51241999999999,5.67055342849816,0,0,1,0,69.07176
140,-33.3615253422712,-70.51778267032591,True,54.18,0.9194,1.1,1.0,4.8,-33.370765000000006,-70.51241999999999,1.1398476203958463,0,0,1,0,60.64743
141,-33.339100028413704,-70.534417591989,False,58.1,0.9194,1.1,1.0,4.8,-33.370765000000006,-70.51241999999999,4.065243773140379,0,0,1,0,75.965004
142,-33.3499837,-70.5203197,True,49.584,0.8894,1.25,1.0,4.76,-33.370765000000006,-70.51241999999999,2.4192993961705267,0,0,1,0,66.3469
143,-33.3719732,-70.5153366,True,12.094999999999999,0.8594,1.67,0.88,4.92,-33.370765000000006,-70.51241999999999,0.3026953879134067,0,0,1,0,49.70839
144,-33.3796,-70.52714940000001,True,65.0,0.8594,1.67,0.88,4.92,-33.370765000000006,-70.51241999999999,1.6849027941093289,0,0,1,0,84.033646
145,-33.3215401844449,-70.51743510273371,False,21.336,0.8594,1.67,0.88,4.92,-33.370765000000006,-70.51241999999999,5.479478432607218,0,0,1,0,65.403725
146,-33.3756519834232,-70.5261440147817,True,29.79,0.8631,1.12,0.92,4.92,-33.370765000000006,-70.51241999999999,1.3873854461821287,0,0,1,0,54.034977
147,-33.3719732,-70.5153366,True,33.234,0.8637,1.63,1.0,4.92,-33.370765000000006,-70.51241999999999,0.3026953879134067,0,0,1,0,64.901115
148,-33.3609001,-70.4797032,False,39.339999999999996,0.8535,1.29,0.96,4.84,-33.370765000000006,-70.51241999999999,3.2354254843172177,0,0,1,0,70.1063
149,-33.360103986348,-70.4846858045143,False,57.949999999999996,0.8687,2.2,0.84,4.96,-33.370765000000006,-70.51241999999999,2.839060759180138,0,1,0,0,96.20701
150,-33.3304684621192,-70.50346750235799,True,20.0,0.8687,2.2,0.84,4.96,-33.370765000000006,-70.51241999999999,4.5463407863948895,0,1,0,0,63.777603
151,-33.332891,-70.52894959999999,True,13.0,0.8467,1.12,1.0,4.8,-33.370765000000006,-70.51241999999999,4.4735399642713665,1,0,0,0,51.387455
152,-33.3430202954957,-70.47068155159,False,72.558,0.9107,1.52,0.96,4.8,-33.370765000000006,-70.51241999999999,4.955890808250327,0,0,1,0,91.33469
153,-33.3324364,-70.5022013,True,17.502000000000002,0.9107,1.52,0.96,4.8,-33.370765000000006,-70.51241999999999,4.356164106317917,0,0,1,0,58.20389
154,-33.3473186,-70.54843120000001,True,18.0,0.8822,1.64,0.96,4.88,-33.370765000000006,-70.51241999999999,4.242175911622046,0,0,1,0,60.42356
155,-33.3625221,-70.516367,True,33.0,0.9099,0.98,1.0,4.84,-33.370765000000006,-70.51241999999999,0.9852625103005596,0,0,1,0,50.21194
156,-33.3317597,-70.5218306,False,38.218,0.9099,0.98,1.0,4.84,-33.370765000000006,-70.51241999999999,4.413896349093964,0,0,1,0,63.280666
157,-33.3476185483916,-70.5409877998695,False,38.0,0.9099,0.98,1.0,4.84,-33.370765000000006,-70.51241999999999,3.695962053551453,0,0,1,0,64.222084
158,-33.3673163,-70.5216832,False,13.0,0.9099,0.98,1.0,4.84,-33.370765000000006,-70.51241999999999,0.943102575116564,0,0,1,0,49.304188
159,-33.364447600000005,-70.528438,True,46.0,0.8866,1.41,0.92,4.8,-33.370765000000006,-70.51241999999999,1.6471518951930255,0,0,1,0,73.69723
160,-33.379465070931104,-70.5193634675485,False,34.994,0.8866,1.41,0.92,4.8,-33.370765000000006,-70.51241999999999,1.1612849711567106,0,0,1,0,69.33529
161,-33.3653673,-70.5330041,True,18.5,0.9179999999999999,0.95,0.92,4.76,-33.370765000000006,-70.51241999999999,2.0069908419201825,0,0,1,0,46.653816
162,-33.332233,-70.521742,False,47.053000000000004,0.9179999999999999,0.95,0.92,4.76,-33.370765000000006,-70.51241999999999,4.360810065982682,0,0,1,0,71.46442
163,-33.331661,-70.50810890000001,False,12.0,0.8889,2.12,0.48,4.88,-33.370765000000006,-70.51241999999999,4.355577514720354,0,1,0,0,57.52114
164,-33.386189975315,-70.51872112664,True,18.384999999999998,0.8791,0.94,1.0,4.68,-33.370765000000006,-70.51241999999999,1.8084891043734923,0,0,1,0,48.008827
165,-33.3597486,-70.5220357,True,74.53099999999999,0.8864,1.22,0.92,4.88,-33.370765000000006,-70.51241999999999,1.5145075232602856,0,0,1,0,82.76901
166,-33.370405100000006,-70.5045756,False,12.858,0.9111,1.13,0.96,5.0,-33.370765000000006,-70.51241999999999,0.731094913165808,0,0,1,0,51.20946
167,-33.3169648767427,-70.54388516032971,True,29.0,0.9111,1.13,0.96,5.0,-33.370765000000006,-70.51241999999999,6.64714426313993,0,0,1,0,60.844955
168,-33.3685723,-70.5073429999999,True,68.0,0.9274,0.96,0.88,4.76,-33.370765000000006,-70.51241999999999,0.5313895545627437,0,0,1,0,60.891476
